music,sum,k,2,0.8011785364135464,0.7267492300578455
music,sum,k,2,0.7969851527534797,0.7200842980862339
music,sum,k,4,0.8005234872879202,0.7213977316239483
music,sum,k,8,0.7997465013869436,0.7265738272493589
music,sum,k,16,0.7778802363769665,0.6916719366260984
music,sum,k,32,0.7993700277523006,0.7170757560425246
music,sum,k,64,0.7938251294265503,0.7118337032653326
music,sum,dim,4,0.6914484973077819,0.6456014784901466
music,sum,dim,8,0.7981344600545327,0.6794717243740366
music,sum,dim,16,0.7928396182622814,0.6854909328786537
music,sum,dim,32,0.7989727544969839,0.7021973801262258
music,sum,dim,64,0.6785831164829879,0.6335371134404276
music,sum,dim,128,0.8030240641488828,0.7117753345244707
music,sum,h,1,0.7945594722602852,0.7123527141782983
music,sum,h,2,0.3525408010138827,0.39642890305247164
music,sum,h,3,0.550683739074149,0.5382741641922765
music,sum,h,4,0.43172191398568616,0.44906343654497166
music,concat,k,2,0.8049690055135905,0.7173209650240027
music,concat,k,4,0.794402353293647,0.7108417451353533
music,concat,k,8,0.7934190749333381,0.7146916667064616
music,concat,k,16,0.8054155378879013,0.7147106318698542
music,concat,k,32,0.8092114937781427,0.7270437827844324
music,concat,k,64,0.7999790153103117,0.7122210428544199
music,concat,dim,4,0.7339062203118513,0.6136752835984265
music,concat,dim,8,0.546069587641655,0.5395837453969918
music,concat,dim,16,0.8012837975776786,0.6833606186763417
music,concat,dim,32,0.7975330828617834,0.6961542994730241
music,concat,dim,64,0.6794146135539223,0.640363372913077
music,concat,dim,128,0.8127570858050408,0.7160971560859976
music,concat,h,1,0.7914316101343362,0.7039899131413735
music,concat,h,2,0.5471750315806739,0.5244978535717403
music,concat,h,3,0.39195837551909557,0.4266263314070605
music,concat,h,4,0.3815396104375016,0.3993943377207726
music,neighbor,k,2,0.5467211464096587,0.531506582241249
music,neighbor,k,4,0.5171049087321092,0.5112819875999912
music,neighbor,k,8,0.3777047278599015,0.4044289910554815
music,neighbor,k,16,0.4132367015430972,0.4235299962319347
music,neighbor,k,32,0.387387736489272,0.41948716874818504
music,neighbor,k,64,0.38837325992154614,0.42317723803673907
music,neighbor,dim,4,0.5388321708412271,0.5236103460172719
music,neighbor,dim,8,0.3685016651000001,0.3859123041167876
music,neighbor,dim,16,0.4567686299341222,0.45712145191569736
music,neighbor,dim,32,0.3918702541681704,0.4291079352703442
music,neighbor,dim,64,0.523151930930485,0.520866843050937
music,neighbor,dim,128,0.37794778926893097,0.40946300659561785
music,neighbor,h,1,0.3646743579552326,0.39331234446870184
music,neighbor,h,2,0.39578932405302364,0.41684936207425904
music,neighbor,h,3,0.4046773501564578,0.4208721270942287
music,neighbor,h,4,0.42698885710995815,0.4439254223840279
